split,sample_id,ch0_mean,ch0_std,ch0_min,ch0_max,ch0_fp16_overflow,ch0_z5_count,ch0_abs5_count,ch1_mean,ch1_std,ch1_min,ch1_max,ch1_fp16_overflow,ch1_z5_count,ch1_abs5_count,ch2_mean,ch2_std,ch2_min,ch2_max,ch2_fp16_overflow,ch2_z5_count,ch2_abs5_count,ch3_mean,ch3_std,ch3_min,ch3_max,ch3_fp16_overflow,ch3_z5_count,ch3_abs5_count
train,train_10013_a_1,-0.03715420931415995,0.947775234175337,-5.578125,5.8359375,0,0,5,-0.04827233002669851,0.1715625347979216,-0.51416015625,0.80224609375,0,0,0,-0.1662497016909765,0.6969345674780076,-4.75,4.6875,0,0,0,0.0244295993801077,0.6126811843961159,-3.673828125,4.609375,0,0,0
train,train_10014_a_1,-0.14783470644007643,0.7910869217127079,-4.88671875,4.53125,0,0,0,-0.07965409226709097,0.14664894968737194,-0.490478515625,0.70654296875,0,0,0,0.07059014674327854,0.651561185971184,-3.84765625,4.86328125,0,0,0,-0.03276720451708469,0.6054299279180134,-3.931640625,5.265625,0,0,1
train,train_10015_a_1,-0.06303026580730349,0.7938937278809652,-5.5703125,4.1640625,0,0,3,-0.06067003949681142,0.14372525613136947,-0.387451171875,0.7880859375,0,0,0,0.06817310760534989,0.6726148955610588,-3.802734375,5.25,0,0,1,-0.0014237730646790522,0.6423167963676291,-3.734375,5.0703125,0,0,1
train,train_10016_a_1,-0.14922700002259162,0.7352128992288421,-5.484375,5.015625,0,0,7,-0.10811043927167904,0.15244399717982207,-0.470703125,0.79736328125,0,0,0,0.08323968929704278,0.6545684126869087,-4.6171875,5.7734375,0,0,2,-0.027208718231672212,0.5910198707471659,-3.84765625,5.80078125,0,0,10
train,train_10017_a_1,-0.10383002987079737,0.7848931212592055,-6.38671875,5.37109375,0,0,8,-0.0813146952491176,0.14881552996861228,-0.448974609375,0.78515625,0,0,0,0.07132896857568995,0.6576023800063399,-4.30078125,5.078125,0,0,1,-0.038975733736491144,0.6150075716856535,-4.0546875,5.2734375,0,0,4
train,train_10018_a_1,-0.12694507732191898,0.9184636895315086,-5.25390625,4.28515625,0,0,1,-0.06453013488117398,0.16469309852898048,-0.53173828125,0.75732421875,0,0,0,-0.00547455194626107,0.7928898324763464,-5.03125,5.33984375,0,0,9,0.023276593510915215,0.7410311593834537,-4.54296875,8.390625,0,0,25
train,train_10019_a_1,-0.07204587866791472,0.7256495090598004,-5.421875,4.6640625,0,0,4,-0.08279468421759602,0.13960633542232764,-0.4951171875,0.80810546875,0,0,0,0.07935466283440797,0.6356913982102834,-4.27734375,4.7109375,0,0,0,-0.03155408806051128,0.6043463868730756,-4.21875,5.58984375,0,0,5
train,train_1001_a_1,0.06706892473965935,0.933536051503922,-6.23828125,5.8671875,0,0,21,-0.031200258817407303,0.15005181003725993,-0.52001953125,0.8330078125,0,0,0,-0.14695035630681863,0.7986728658559522,-4.94140625,5.01953125,0,0,1,0.07915594743868698,0.7377283032635161,-4.04296875,5.5078125,0,0,6
train,train_10020_a_1,-0.10528650494790377,0.7190998645890553,-6.05859375,4.5390625,0,0,6,-0.08800535993644087,0.1277408495850911,-0.475830078125,0.8427734375,0,0,0,0.08972593877050612,0.6547775762785619,-4.5078125,6.578125,0,0,1,-0.02270095538069856,0.6116815559154425,-4.96875,4.9921875,0,0,0
train,train_10021_a_1,-0.02421601555549488,0.9391605648259628,-6.66015625,5.8359375,0,0,24,-0.0635091111804488,0.1710972147596162,-0.52734375,0.89111328125,0,0,0,-0.19281803852354643,0.7220719068208253,-4.94921875,4.8828125,0,0,0,0.006475107981176633,0.6296596458448557,-3.927734375,6.33984375,0,0,6
train,train_10022_a_1,-0.07184292232682411,0.8381019532448317,-5.23828125,5.32421875,0,0,7,-0.06390247805147535,0.1567971172178004,-0.40380859375,0.89208984375,0,0,0,-0.007195879072080262,0.6699914585968684,-4.2578125,5.9921875,0,0,2,-0.0332717547244263,0.6061333371977418,-4.03125,6.2734375,0,0,2
train,train_10024_a_1,-0.18007638865687314,0.7966090484935411,-5.9609375,6.6875,0,0,9,-0.08482649040505445,0.1416448437667733,-0.40771484375,0.85986328125,0,0,0,0.057650217305118635,0.6315818242410388,-4.15625,5.125,0,0,1,-0.03138177429519904,0.5816567497358016,-4.39453125,5.69921875,0,0,9
train,train_10025_a_1,-0.13328739976743237,0.7884787598954763,-6.7734375,5.67578125,0,0,26,-0.09634437126799539,0.16854288615146287,-0.46533203125,0.94921875,0,0,0,-0.025951404383457784,0.6142396681426514,-5.046875,5.30078125,0,0,5,-0.026715750341148425,0.5678508188064668,-3.8671875,6.16796875,0,0,4
train,train_10026_a_1,-0.07826207510415568,0.8878432403616754,-7.3046875,5.234375,0,0,14,-0.09828061908121324,0.1738656750969814,-0.494384765625,0.93310546875,0,0,0,-0.13825305961175927,0.6680331400905901,-4.74609375,4.71484375,0,0,0,0.0299322339030914,0.5924850478091447,-4.46875,6.0859375,0,0,6
train,train_10027_a_1,-0.1427993355678498,0.8350283174702577,-4.8671875,5.48046875,0,0,3,-0.03739394859055109,0.17698333538055697,-0.397705078125,0.6875,0,0,0,-0.008634321271286657,0.6818955603506197,-5.30078125,4.4609375,0,0,1,-0.00022347257304419245,0.6176900612751577,-3.751953125,5.49609375,0,0,3
train,train_10028_a_1,-0.21889725568943605,0.7569992455461605,-6.39453125,4.91796875,0,0,7,-0.1243865845983641,0.16895589642060233,-0.483154296875,0.7802734375,0,0,0,0.04749701970800137,0.6512369696367423,-4.25390625,5.6328125,0,0,3,-0.017504648192358824,0.5783762936697832,-4.29296875,6.78125,0,0,9
train,train_10029_a_1,-0.185426118380209,0.7435605931503426,-6.30078125,4.7734375,0,0,1,-0.13006813137345793,0.17172607006521148,-0.479736328125,0.79638671875,0,0,0,0.05106689629798186,0.6548586480090076,-4.2265625,6.27734375,0,0,1,-0.0172007148549892,0.574995328376628,-4.640625,5.05859375,0,0,2
train,train_1002_a_1,-0.15736990027556505,0.7977274547436236,-5.453125,4.87109375,0,0,4,-0.07398255347306582,0.14309827282162133,-0.40087890625,0.72265625,0,0,0,0.05928346935142246,0.6409974388094805,-4.640625,4.6640625,0,0,0,-0.022696708075042503,0.5923127107788514,-4.0078125,4.43359375,0,0,0
train,train_10032_a_1,-0.1992558217757485,0.7753197900870167,-5.29296875,4.3828125,0,0,3,-0.11591548019004727,0.17358577887907797,-0.493408203125,0.78759765625,0,0,0,-0.02647085129115213,0.5956356515214248,-5.30859375,5.8046875,0,0,3,-0.042701395659953255,0.5300774466570837,-3.6796875,5.63671875,0,0,5
train,train_10034_a_1,-0.05287446571940867,0.9056237515687778,-6.6875,5.25390625,0,0,17,-0.0858838103865532,0.17304104470279713,-0.481201171875,0.9150390625,0,0,0,-0.1014726848395205,0.7149060778493828,-5.14453125,4.94921875,0,0,1,0.03310007770254742,0.6417553973829742,-4.546875,6.453125,0,0,15
train,train_10036_a_1,-0.12962351888140095,0.8820281455753423,-5.78515625,5.81640625,0,0,5,-0.10430715217727185,0.18850499611026614,-0.491455078125,0.9990234375,0,0,0,-0.1940184324211441,0.6335034498274704,-4.85546875,4.703125,0,0,0,-0.044417874736892474,0.5200489181160709,-3.66015625,5.1328125,0,0,2
train,train_10038_a_1,-0.038474440013524146,0.8887895569778873,-7.1640625,5.3984375,0,0,23,-0.11370573340287794,0.19910616181792423,-0.491455078125,0.83984375,0,0,0,-0.16170130009374892,0.7048062737642835,-5.3046875,5.82421875,0,0,6,0.01769470631895173,0.6132060154547473,-3.494140625,8.4375,0,0,14
train,train_10039_a_1,-0.11485945983388875,0.9468579312923817,-5.86328125,5.95703125,0,0,6,-0.08883208202159343,0.18716168373116884,-0.49853515625,0.7744140625,0,0,0,-0.18068855848240978,0.6910771259861377,-4.578125,5.34765625,0,0,1,-0.01838075035988974,0.5747212031032733,-4.0,6.34375,0,0,3
train,train_1003_a_1,-0.14883948079032255,0.7662430645481004,-4.8203125,5.30078125,0,0,1,-0.0957098486412239,0.1493666495115066,-0.48681640625,0.728515625,0,0,0,0.061808648488626605,0.6445894724151446,-3.9375,4.5078125,0,0,0,-0.033726802045324196,0.5884105902204234,-4.6875,5.54296875,0,0,3
train,train_10040_a_1,-0.14095335093009959,0.7471472646455045,-5.4609375,4.734375,0,0,1,-0.08321474514371302,0.13598051757367846,-0.489501953125,0.7041015625,0,0,0,0.08112019422205372,0.6410731119666458,-3.97265625,4.9765625,0,0,0,-0.022508694765339086,0.6000174594714988,-4.0546875,6.02734375,0,0,9
train,train_10041_a_1,-0.25082646061414077,0.6807279399994836,-5.8515625,4.9140625,0,0,3,-0.18633533065685898,0.1726027987510633,-0.5048828125,0.89501953125,0,0,0,-0.04243377959258699,0.5451151714892796,-4.26171875,4.82421875,0,0,0,-0.0404918715984483,0.4772182723521496,-4.01953125,5.71875,0,0,7
train,train_10042_a_1,-0.15126517908434228,0.8051838507426943,-5.13671875,4.84375,0,0,1,-0.09024293290231274,0.16847865501999706,-0.5068359375,0.67431640625,0,0,0,-0.017616160021473964,0.6340878153967366,-4.69140625,5.7421875,0,0,1,-0.040480166118876594,0.5585965820989676,-3.779296875,5.1953125,0,0,2
train,train_10043_a_1,-0.13641111242552548,0.745064067621091,-4.4375,4.51171875,0,0,0,-0.08209340209936879,0.13949931844595084,-0.459228515625,0.64697265625,0,0,0,0.08428662483030672,0.6289143721386402,-3.634765625,4.54296875,0,0,0,-0.01712123641705451,0.5960863693256988,-3.51953125,4.7265625,0,0,0
train,train_10044_a_1,-0.19335371282106886,0.8727952212915135,-5.5078125,5.41796875,0,0,9,-0.10523030428047705,0.18762028469763795,-0.44775390625,1.1552734375,0,0,0,-0.17438577672201466,0.6303685147523074,-6.3359375,5.5234375,0,0,3,-0.03320695832604542,0.510762077485159,-3.46875,5.57421875,0,0,4
train,train_10046_a_1,-0.046265581297532964,0.8986466647032298,-6.4609375,6.11328125,0,0,23,-0.05207293470273726,0.17163532416766183,-0.43603515625,0.904296875,0,0,0,-0.2530818668696641,0.6413128594243839,-4.90625,5.76171875,0,0,3,-0.025511141926334756,0.5232670707830358,-3.419921875,5.5390625,0,0,3
train,train_10047_a_1,-0.2078486201733661,0.7401038657488245,-7.08203125,4.85546875,0,0,2,-0.10075540464416716,0.14340074412957557,-0.476318359375,0.900390625,0,0,0,0.07158508883834454,0.6151559143149751,-4.05859375,4.6484375,0,0,0,-0.018963240644726386,0.5620973098014939,-3.8203125,6.08984375,0,0,12
train,train_10049_a_1,-0.16505851538108093,0.8212824898031256,-4.890625,5.15234375,0,0,1,-0.10287883967090036,0.16412160099756312,-0.49853515625,0.6943359375,0,0,0,-0.02150442228620199,0.6374632366493683,-5.5859375,6.03515625,0,0,7,-0.046304135509805444,0.5633386704729058,-4.05078125,6.01171875,0,0,8
train,train_1004_a_1,-0.16399349366243565,0.828822243267153,-6.10546875,6.078125,0,0,22,-0.09597730243811384,0.1643690795769263,-0.5107421875,0.9248046875,0,0,0,-0.059274767747588664,0.6500899139766797,-4.94921875,5.21484375,0,0,1,-0.017802996308180608,0.5621269336566481,-4.10546875,5.46875,0,0,2
train,train_10050_a_1,-0.12614107191168134,0.7694266883942371,-4.6640625,5.2265625,0,0,1,-0.04565400373675705,0.12470507497428529,-0.400146484375,0.65625,0,0,0,0.18199464312528207,0.7025141746770474,-4.3359375,4.4453125,0,0,0,-0.005225124410741652,0.6697195436813661,-5.44140625,5.08984375,0,0,4
train,train_10051_a_1,-0.2024509489135946,0.7668563984648515,-4.93359375,4.2109375,0,0,0,-0.09471732632198837,0.14875768679779477,-0.47412109375,0.76123046875,0,0,0,0.06638376569355993,0.6528134833106705,-4.29296875,4.859375,0,0,0,-0.01912483804322417,0.5911675728000084,-4.28515625,6.59765625,0,0,3
train,train_10052_a_1,-0.11332222020395824,0.755312336842801,-5.75,4.5234375,0,0,5,-0.09952442537695687,0.14895303339693206,-0.474365234375,0.75244140625,0,0,0,0.07037193793965141,0.643077139006134,-4.59375,4.8125,0,0,0,-0.04103400659294695,0.5901423787609472,-3.7734375,5.25,0,0,2
train,train_10053_a_1,-0.1679401647328632,0.765944462300706,-6.1484375,5.09375,0,0,5,-0.08093451762015724,0.14148793052727934,-0.461669921875,0.7412109375,0,0,0,0.06941245267426388,0.65667362291361,-4.3671875,5.3515625,0,0,1,-0.022243731451518315,0.6102345584113966,-4.1640625,5.67578125,0,0,11
train,train_10054_a_1,-0.11594186230232784,0.8579932023719594,-6.58203125,5.0390625,0,0,6,-0.09017056885945042,0.19133560440507041,-0.46484375,0.78271484375,0,0,0,-0.24338298272140996,0.5995686311307745,-4.375,5.97265625,0,0,2,-0.03639676876191515,0.48933777244221266,-2.96484375,4.84765625,0,0,0
train,train_10055_a_1,-0.18776238279552976,0.7718447503482778,-5.71484375,5.28125,0,0,7,-0.08661411543816536,0.14704059821767623,-0.465087890625,0.83544921875,0,0,0,0.061309772280122465,0.6458154964594619,-4.296875,5.0546875,0,0,1,-0.018513528286000818,0.5975105442806949,-4.1328125,6.3984375,0,0,13
train,train_10056_a_1,-0.10474409692700849,0.7563175162644886,-5.10546875,4.11328125,0,0,2,-0.08288445713709937,0.1332901236729502,-0.490478515625,0.81298828125,0,0,0,0.07293463303028451,0.6393635917047528,-3.818359375,5.0859375,0,0,1,-0.028169770450589972,0.5961000648040437,-3.916015625,5.93359375,0,0,4
train,train_10058_a_1,-0.21479648392382336,0.7951845897747286,-5.5234375,5.00390625,0,0,3,-0.10639138133122793,0.17638536927508017,-0.4990234375,0.75537109375,0,0,0,-0.030374156531955427,0.6354663330612372,-4.4140625,4.671875,0,0,0,-0.044767572342599225,0.5574324723270981,-4.81640625,6.5859375,0,0,2
train,train_10059_a_1,-0.07160997383865632,0.8035394121192924,-5.484375,4.5546875,0,0,4,-0.0762829898823596,0.1408541053777728,-0.5126953125,0.775390625,0,0,0,0.06471706566620722,0.6660120246734779,-4.16015625,4.609375,0,0,0,-0.015017777489459453,0.6358653969474511,-3.609375,5.7890625,0,0,1
train,train_1005_a_1,-0.13377792182973483,0.9275218640207186,-6.23046875,5.0078125,0,0,12,-0.10037938999270814,0.18936031004799747,-0.515625,0.75244140625,0,0,0,-0.17435549828618402,0.6805606813945538,-4.88671875,5.88671875,0,0,1,-0.021573426986966904,0.5747387059551914,-3.46484375,6.14453125,0,0,6
train,train_10060_a_1,-0.1394465957436478,0.7612977518421348,-5.3671875,5.03515625,0,0,2,-0.09021790671084697,0.1336762589499929,-0.47802734375,0.78564453125,0,0,0,0.07925876157998574,0.6350180509619576,-4.31640625,4.87109375,0,0,0,-0.028964577288134022,0.5998710644074294,-4.3125,6.671875,0,0,4
train,train_10061_a_1,-0.15949137010656866,0.7601638929626332,-6.4765625,5.02734375,0,0,5,-0.09025184795577337,0.14964513658805234,-0.399169921875,0.90771484375,0,0,0,0.07310686143968875,0.6343789134684186,-3.837890625,4.69921875,0,0,0,-0.003220969143310665,0.5880256966498099,-3.939453125,4.9140625,0,0,0
train,train_10062_a_1,-0.15831029237196265,0.8842042298224334,-5.3203125,4.6796875,0,0,3,-0.047381952036844775,0.15803377261515109,-0.50146484375,0.765625,0,0,0,0.03934175119664158,0.7941661872845891,-4.89453125,5.4921875,0,0,4,0.04150968005712558,0.7376254464728283,-4.5625,7.63671875,0,0,7
train,train_10063_a_1,-0.12862233258505715,0.9498359718525147,-5.6640625,6.4609375,0,0,46,-0.07943165870680888,0.18901598395669653,-0.45947265625,0.81982421875,0,0,0,-0.19856344355444888,0.6810300650964265,-5.01953125,5.37109375,0,0,2,-0.01372788886662521,0.5658750668126534,-3.595703125,5.88671875,0,0,10
train,train_10064_a_1,-0.1485965092856592,0.8882860294621594,-5.66796875,4.73046875,0,0,3,-0.06145775541404469,0.15626250610260906,-0.50732421875,0.7373046875,0,0,0,0.04045528922016577,0.7780878635703858,-4.59375,5.77734375,0,0,1,0.04091989205095969,0.7195509365130167,-5.0234375,6.8359375,0,0,3
train,train_10065_a_1,-0.17144374159902023,0.7563658736752517,-4.89453125,4.8359375,0,0,0,-0.12017020518154216,0.16696215264795003,-0.493896484375,0.72216796875,0,0,0,-0.014337686310949114,0.5830796442313498,-4.28515625,4.8359375,0,0,0,-0.04079094441426504,0.5365715071550952,-3.81640625,4.96875,0,0,0
train,train_10066_a_1,-0.17163552335851515,0.8027996859704465,-5.6171875,4.46875,0,0,5,-0.09261940784150889,0.14636025834785246,-0.416748046875,0.72998046875,0,0,0,0.055873946243017496,0.6414095441030396,-4.29296875,4.8125,0,0,0,-0.0337167555988223,0.5803287820314451,-4.0,6.6484375,0,0,3
train,train_10067_a_1,-0.08519871475821775,0.8076026615341553,-5.48828125,5.08984375,0,0,3,-0.07455550550185662,0.14671378158215326,-0.443115234375,0.69091796875,0,0,0,0.05615158690896351,0.6645056667893944,-4.0859375,5.265625,0,0,1,-0.01282167098678959,0.6069820960114201,-3.70703125,5.6484375,0,0,3
train,train_10068_a_1,-0.1074400259338371,0.7521271000184206,-5.56640625,4.73828125,0,0,5,-0.07134780902066268,0.13884579857297263,-0.391357421875,0.8271484375,0,0,0,0.06396406307835908,0.6587180450037535,-4.04296875,5.23046875,0,0,1,-0.004616098750072221,0.6113347388793776,-4.23828125,5.43359375,0,0,1
train,train_10069_a_1,-0.15005624317648147,0.7845699724645835,-5.62109375,5.3046875,0,0,6,-0.08394224101237746,0.1407134887508274,-0.46484375,0.78857421875,0,0,0,0.07264689318253659,0.6453731033083376,-4.015625,5.45703125,0,0,3,-0.03108098816385286,0.6125446958383611,-4.2421875,5.51171875,0,0,2
train,train_1006_a_1,-0.15829306276793229,0.818934289678418,-5.4140625,5.62890625,0,0,6,-0.07766970360574002,0.14720248762614738,-0.398193359375,0.75048828125,0,0,0,0.05261239714577742,0.645718149228948,-4.6484375,5.59375,0,0,2,-0.029328384321803846,0.6010685075739329,-4.76953125,5.56640625,0,0,2
train,train_10070_a_1,-0.21162790323116093,0.7864612477004842,-5.38671875,4.55859375,0,0,1,-0.08367779496009461,0.15262452663929302,-0.394775390625,0.77392578125,0,0,0,0.06403679339163419,0.6462919267300217,-4.20703125,4.98046875,0,0,0,-0.02345992817181266,0.5814550997863296,-4.5546875,5.7109375,0,0,4
train,train_10071_a_1,-0.11943175702821464,0.9211544354252396,-6.22265625,4.7890625,0,0,6,-0.048260965751509906,0.15638371440488513,-0.477294921875,0.70703125,0,0,0,0.027591633046783196,0.7912732933356879,-5.09375,5.87109375,0,0,4,0.0581085470950024,0.729410823666218,-4.640625,6.7578125,0,0,8
train,train_10072_a_1,-0.045403082303301846,0.9451776658555072,-5.84375,5.0703125,0,0,5,-0.04101171725584815,0.1744715347593469,-0.478271484375,0.716796875,0,0,0,-0.16184447976585944,0.7265062252744272,-4.203125,6.2421875,0,0,2,0.030885574135204985,0.6330702881211963,-3.623046875,6.2890625,0,0,4
train,train_10073_a_1,-0.14129725414030772,0.8679484700845802,-6.0625,5.296875,0,0,9,-0.10915483078964623,0.18515968136828248,-0.452880859375,0.8740234375,0,0,0,-0.1851238732536634,0.6508973098007393,-4.79296875,5.6640625,0,0,1,-0.045426637456403116,0.5379901235856461,-3.591796875,6.9375,0,0,7
train,train_10077_a_1,-0.21331158845523734,0.7427577162408513,-6.4921875,4.60546875,0,0,6,-0.10732073289814353,0.15298327985187665,-0.487060546875,0.8994140625,0,0,0,0.06201752687759128,0.6364070867816112,-3.955078125,5.69140625,0,0,3,-0.011349798641814332,0.5762507657131662,-4.4375,6.6484375,0,0,8
train,train_10078_a_1,-0.048096782456268555,0.7849621290146718,-5.29296875,5.09375,0,0,3,-0.07381041193587913,0.1519141313192464,-0.4033203125,0.7578125,0,0,0,-0.008153999501438294,0.6710151840611537,-4.69140625,5.9296875,0,0,6,-0.02223358017735235,0.6114841884005502,-4.1640625,4.94140625,0,0,0
train,train_10079_a_1,-0.06542596802231855,0.8600127442927012,-4.85546875,6.79296875,0,0,21,-0.08125653017532183,0.1672126049915847,-0.4169921875,0.69921875,0,0,0,-0.2542475588256881,0.6091798337096368,-4.04296875,4.859375,0,0,0,-0.010539260824702473,0.5121693000580309,-3.044921875,5.80078125,0,0,4
train,train_1007_a_1,-0.1781747731731351,0.7333450474035201,-5.375,4.23828125,0,0,2,-0.10495056396867666,0.15071169013510363,-0.467529296875,0.73193359375,0,0,0,0.07127770937765793,0.6381614149626107,-3.873046875,7.0,0,0,1,-0.017940280958622074,0.5812086799914614,-4.48828125,5.20703125,0,0,4
train,train_10081_a_1,-0.0876770233665593,0.7820850081758007,-5.57421875,5.24609375,0,0,7,-0.05613051100181312,0.14175006725162553,-0.4599609375,0.84130859375,0,0,0,0.05009740209064653,0.665111814025811,-3.716796875,5.41796875,0,0,1,0.00924958274867903,0.6434933951283708,-3.5703125,5.12890625,0,0,1
train,train_10082_a_1,-0.15954517371674432,0.7783114723915625,-5.16015625,5.80859375,0,0,5,-0.09034759141601777,0.13776623727871398,-0.432373046875,0.84765625,0,0,0,0.05838643973939017,0.6384718113126885,-3.943359375,5.1796875,0,0,1,-0.027091681628177565,0.5912253898070418,-3.681640625,7.4921875,0,0,1
train,train_10085_a_1,-0.1347916246007662,0.8522353193898948,-6.22265625,4.8046875,0,0,4,-0.07379194671566236,0.1637023299095978,-0.431884765625,0.83544921875,0,0,0,-0.028123570177833446,0.6542897165119507,-4.51953125,4.9140625,0,0,0,-0.027933897940804146,0.5822295652647125,-4.50390625,5.76171875,0,0,5
train,train_10088_a_1,-0.17649947597140755,0.8520346041420652,-5.09375,6.0390625,0,0,7,-0.13808354534318723,0.19394768135373502,-0.53369140625,0.75634765625,0,0,0,-0.1798377396741287,0.6308483364760511,-5.10546875,5.0234375,0,0,2,-0.07096232653938285,0.5143609062759399,-3.396484375,5.421875,0,0,2
train,train_10089_a_1,-0.11714920548340564,0.9021241829349614,-5.8125,4.32421875,0,0,3,-0.0290497779521522,0.1483480029786608,-0.403076171875,0.7861328125,0,0,0,0.009299531746979079,0.7645831686154959,-4.29296875,5.890625,0,0,6,0.02911049252660531,0.7080332564261642,-4.49609375,5.91796875,0,0,10
train,train_1008_a_1,-0.21820772492482016,0.7504778932238936,-5.74609375,4.6953125,0,0,7,-0.1039472979717862,0.15042211199536565,-0.50244140625,0.802734375,0,0,0,0.06139468370788058,0.6390727449758814,-4.69921875,5.70703125,0,0,5,-0.014709821854679225,0.5744788492411408,-3.759765625,6.9453125,0,0,13
train,train_10090_a_1,-0.18667704581567604,0.7561419716823135,-7.80078125,4.50390625,0,0,8,-0.09893102387380269,0.15714914281344092,-0.469482421875,0.92138671875,0,0,0,0.06247434668430489,0.6574345705820245,-4.4453125,5.1953125,0,0,2,-0.010003449168483105,0.5865433195106335,-3.62109375,7.11328125,0,0,13
train,train_10091_a_1,-0.1391431604178312,0.7434801404824953,-6.30859375,4.5,0,0,5,-0.09544333928070652,0.1370131225560438,-0.483154296875,0.8271484375,0,0,0,0.06952924249512661,0.6438205318866789,-5.41796875,5.20703125,0,0,2,-0.02732525852980972,0.5860220834412018,-3.83984375,5.859375,0,0,2
train,train_10093_a_1,-0.0959505479516358,0.7616776755328732,-4.65234375,4.85546875,0,0,0,-0.0765088555066096,0.13939715741916625,-0.401611328125,0.76123046875,0,0,0,0.0836089314264892,0.6404077125248189,-4.11328125,4.2421875,0,0,0,-0.0360061265395618,0.5979166487668602,-4.13671875,4.6328125,0,0,0
train,train_10094_a_1,-0.19569993266712926,0.7642802347172539,-5.84375,4.83984375,0,0,2,-0.10678743328038966,0.15659665352659238,-0.463134765625,0.798828125,0,0,0,0.07117183405711937,0.6343976798991329,-4.30078125,4.546875,0,0,0,-0.029294621402320142,0.561362941376483,-3.927734375,5.21484375,0,0,2
train,train_10096_a_1,-0.11229584190405957,0.787756637357697,-5.57421875,5.78125,0,0,3,-0.07696941519414799,0.14043985803359949,-0.43359375,0.9306640625,0,0,0,0.06667905118879086,0.6500652252338005,-3.837890625,5.15625,0,0,1,-0.0328838795633702,0.5959593756126917,-3.85546875,5.27734375,0,0,2
